cm_key,mvar2,mvar3,mvar4,mvar5
71226,2,37956,1,355
71227,0,0,5,30
71228,1,211701,2,149
71229,1,80190,2,316
71230,2,0,1,1
71231,0,434629,1,355
71232,0,36352,4,6
71233,5,434629,2,126
71234,5,0,2,296
71235,4,17820,5,2
71236,1,18176,2,51
71237,2,0,4,64
71238,3,53460,3,72
71239,1,0,5,28
71240,1,283872,3,105
71241,1,0,6,16
71242,1,0,3,79
71243,0,0,1,31
71244,2,66825,2,135
71245,0,227205,2,4
71246,0,85536,10,7
71247,0,0,2,150
71248,1,0,1,181
71249,0,0,2,71
71250,0,0,2,355
71251,0,19602,1,355
71252,3,0,3,75
71253,3,0,1,105
71254,0,0,4,112
71255,0,0,5,349
71256,0,0,3,9
71257,3,0,3,182
71258,0,16038,3,43
71259,0,85536,0,272
71260,2,0,1,181
71261,0,0,3,119
71262,4,0,8,12
71263,0,0,2,11
71264,0,374220,4,12
71265,4,71636,12,140
71266,0,0,0,174
71267,0,147549,4,84
71268,5,0,1,67
71269,0,0,7,5
71270,0,196732,4,41
71271,1,163944,4,112
71272,0,27621,8,14
71273,0,85536,4,61
71274,1,0,8,53
71275,0,0,2,31
71276,0,53460,12,1
71277,0,106920,3,5
71278,4,0,4,2
71279,2,64152,1,9
71280,0,204930,3,23
71281,0,0,4,60
71282,0,0,1,168
71283,0,0,0,218
71284,0,89100,2,222
71285,2,106385,6,229
71286,2,187110,4,109
71287,0,0,2,56
71288,0,187110,4,14
71289,3,0,1,144
71290,5,0,2,11
71291,0,0,1,77
71292,0,2673,2,206
71293,0,112800,1,75
71294,0,0,4,69
71295,0,0,5,11
71296,1,106920,1,19
71297,0,3564,2,25
71298,0,0,7,5
71299,1,0,3,294
71300,0,53460,4,56
71301,1,0,3,54
71302,0,0,4,21
71303,1,0,1,78
71304,2,0,4,144
71305,1,0,3,66
71306,5,186040,4,310
71307,5,117612,2,228
71308,0,0,0,38
71309,0,0,1,14
71310,1,133650,3,348
71311,0,0,2,260
71312,4,0,3,5
71313,0,400950,3,258
71314,4,0,2,2
71315,0,0,3,1
71316,1,12474,6,16
71317,0,48114,2,26
71318,0,0,3,14
71319,0,0,8,10
71320,0,0,8,53
71321,1,127413,8,13
71322,0,0,3,7
71323,1,32076,2,197
71324,0,114048,4,57
71325,1,0,4,15
71326,2,53460,2,76
71327,0,0,1,238
71328,3,262488,4,21
71329,0,0,4,328
71330,0,0,0,35
71331,0,0,1,355
71332,1,179536,6,11
71333,4,21384,2,49
71334,1,0,3,2
71335,0,133650,7,91
71336,1,112266,4,264
71337,0,133650,5,8
71338,0,38669,2,103
71339,4,0,1,5
71340,0,0,3,45
71341,11,0,0,62
71342,2,0,2,21
71343,1,66290,8,135
71344,4,16038,6,318
71345,0,0,4,121
71346,0,0,0,101
71347,1,0,4,84
71348,0,0,3,19
71349,0,86605,3,1
71350,1,0,1,75
71351,0,13365,1,5
71352,1,0,1,110
71353,4,111375,9,90
71354,0,0,4,84
71355,0,0,2,355
71356,0,0,2,41
71357,3,0,4,66
71358,0,0,2,220
71359,3,0,0,10
71360,0,101574,3,116
71361,4,0,8,7
71362,0,0,3,88
71363,1,0,4,44
71364,0,0,0,3
71365,0,223462,5,327
71366,0,0,2,284
71367,4,0,2,22
71368,0,0,6,16
71369,1,26730,5,4
71370,1,0,1,15
71371,1,0,3,21
71372,1,0,4,11
71373,0,108523,2,24
71374,4,240570,8,92
71375,0,0,3,14
71376,0,0,4,201
71377,1,0,4,210
71378,1,0,2,1
71379,0,0,4,46
71380,1,13365,4,337
71381,4,88743,1,157
71382,0,16038,1,22
71383,1,0,4,7
71384,1,26730,11,169
71385,4,16038,3,93
71386,1,0,12,3
71387,0,201544,1,21
71388,0,0,1,35
71389,1,0,0,8
71390,1,50787,7,231
71391,2,53460,6,4
71392,0,0,4,225
71393,1,0,2,253
71394,1,0,4,4
71395,0,72705,3,133
71396,3,213840,3,52
71397,0,0,1,2
71398,3,0,4,195
71399,0,58806,6,6
71400,4,267300,5,234
71401,0,0,4,17
71402,1,0,2,261
71403,0,65221,2,184
71404,1,0,4,25
71405,0,0,4,67
71406,0,0,4,62
71407,2,0,4,16
71408,4,0,2,1
71409,0,0,2,10
71410,0,74844,4,283
71411,0,117612,4,36
71412,0,0,4,53
71413,1,0,1,168
71414,0,6949,10,183
71415,0,392396,3,150
71416,0,150222,4,22
71417,9,0,3,89
71418,1,133650,3,50
71419,2,0,3,94
71420,2,0,6,20
71421,0,7128,12,27
71422,0,0,4,39
71423,2,187110,4,1
71424,1,352836,4,7
71425,0,5346,2,5
71426,1,0,1,8
71427,0,0,0,10
71428,0,53460,4,25
71429,3,58806,3,41
71430,0,0,1,130
71431,3,0,4,80
71432,0,0,2,241
71433,3,0,7,88
71434,0,0,6,39
71435,2,0,4,167
71436,2,53460,4,5
71437,0,0,2,14
71438,0,0,3,188
71439,1,0,0,17
71440,0,0,4,4
71441,3,0,4,5
71442,3,0,3,34
71443,0,0,3,181
71444,0,65755,0,12
71445,1,106920,5,58
71446,1,181764,4,91
71447,0,0,4,63
71448,2,0,2,144
71449,0,0,3,348
71450,0,0,4,17
71451,1,267300,2,101
71452,4,0,3,49
71453,0,0,5,89
71454,1,0,2,14
71455,4,0,1,161
71456,0,434629,12,2
71457,0,0,1,204
71458,1,21384,9,42
71459,0,0,1,2
71460,0,53460,1,96
71461,0,80190,1,1
71462,0,80190,7,7
71463,0,142560,2,302
71464,0,5346,4,11
71465,1,0,3,25
71466,4,197267,4,293
71467,1,77517,4,36
71468,0,0,3,2
71469,1,0,1,262
71470,6,98366,5,21
71471,0,2673,2,293
71472,0,220968,4,10
71473,0,25839,4,151
71474,1,434629,2,11
71475,1,0,3,42
71476,2,197802,9,2
71477,0,0,2,4
71478,2,18176,4,2
71479,0,63617,4,78
71480,3,0,2,32
71481,5,187110,1,34
71482,4,0,3,76
71483,1,8019,12,129
71484,1,0,4,355
71485,5,21384,0,194
71486,5,211167,0,82
71487,0,0,4,13
71488,0,90882,4,5
71489,0,0,2,12
71490,1,101128,6,8
71491,4,0,4,183
71492,1,129907,8,7
71493,0,103712,3,246
71494,4,0,1,52
71495,0,0,3,7
71496,0,12295,4,218
71497,1,26730,6,16
71498,3,0,6,1
71499,0,0,3,36
71500,0,0,2,181
71501,0,48114,2,9
71502,1,0,2,257
71503,1,0,4,15
71504,1,17820,6,4
71505,0,0,4,72
71506,0,0,1,41
71507,1,0,7,60
71508,0,53460,12,41
71509,1,10692,0,223
71510,4,85536,3,181
71511,0,0,3,10
71512,0,0,2,20
71513,4,0,6,198
71514,0,0,5,13
71515,0,0,1,77
71516,0,88209,4,55
71517,1,0,5,33
71518,0,0,1,116
71519,1,0,0,28
71520,2,331452,11,103
71521,0,0,3,51
71522,0,0,4,11
71523,0,22453,9,80
71524,0,0,3,19
71525,1,0,3,16
71526,0,0,0,37
71527,5,64152,0,39
71528,0,0,5,29
71529,3,36531,1,58
71530,1,0,4,279
71531,0,0,1,41
71532,1,0,3,34
71533,1,55063,4,336
71534,0,0,4,21
71535,1,0,4,100
71536,0,10692,6,31
71537,0,53460,3,46
71538,1,0,2,96
71539,0,0,0,24
71540,5,133650,4,48
71541,0,53905,8,4
71542,0,45441,4,12
71543,0,90882,4,305
71544,0,0,6,42
71545,2,0,0,355
71546,0,0,0,305
71547,2,34749,7,257
71548,0,42233,4,80
71549,0,160380,4,41
71550,0,0,9,21
71551,0,101752,4,47
71552,4,94089,1,15
71553,1,35283,1,8
71554,0,5346,3,85
71555,0,0,1,184
71556,1,0,0,226
71557,0,105850,6,113
71558,0,434629,4,354
71559,0,88209,0,195
71560,5,90882,4,7
71561,0,66825,3,112
71562,0,0,4,21
71563,1,21384,1,21
71564,3,0,1,355
71565,0,71992,3,27
71566,4,0,1,40
71567,0,189783,2,88
71568,4,0,3,20
71569,0,0,2,307
71570,0,0,0,4
71571,0,320760,6,2
71572,0,103266,4,3
71573,0,0,4,7
71574,0,0,8,99
71575,1,0,1,118
71576,0,0,3,1
71577,0,0,3,19
71578,0,12295,3,128
71579,1,0,4,39
71580,0,0,1,112
71581,1,89278,3,26
71582,0,0,4,3
71583,1,0,0,266
71584,1,0,0,48
71585,0,88209,3,94
71586,0,18711,3,205
71587,0,0,4,153
71588,1,350163,0,20
71589,3,0,7,8
71590,0,0,9,93
71591,0,0,4,6
71592,0,106920,2,113
71593,2,0,6,109
71594,1,133650,2,21
71595,0,0,1,120
71596,0,109593,4,58
71597,0,93555,3,69
71598,0,0,6,46
71599,0,18711,3,27
71600,4,0,4,316
71601,0,178200,8,50
71602,0,76982,2,159
71603,1,0,5,82
71604,0,2227,5,130
71605,0,88743,4,65
71606,0,0,4,308
71607,0,0,3,28
71608,1,0,0,224
71609,0,0,1,35
71610,0,374220,2,64
71611,1,5346,3,249
71612,0,0,1,112
71613,0,0,2,22
71614,0,161894,9,7
71615,3,0,1,146
71616,1,7484,6,86
71617,0,0,2,122
71618,4,0,2,49
71619,1,0,1,3
71620,0,0,4,192
71621,0,0,3,7
71622,0,0,6,37
71623,4,0,1,121
71624,1,0,2,137
71625,0,106920,9,48
71626,4,0,4,39
71627,1,157261,5,32
71628,0,54351,4,2
71629,2,0,2,95
71630,0,0,4,7
71631,0,0,5,3
71632,1,98901,4,168
71633,0,0,4,31
71634,0,0,1,53
71635,0,0,4,26
71636,1,16038,1,19
71637,0,192456,2,110
71638,0,0,4,4
71639,4,157350,6,64
71640,1,0,0,29
71641,0,10692,2,174
71642,0,0,2,146
71643,0,88209,4,178
71644,0,0,4,42
71645,1,0,3,235
71646,0,0,0,111
71647,0,0,0,31
71648,2,0,4,24
71649,0,0,7,93
71650,1,218295,5,5
71651,4,0,5,4
71652,0,193525,4,61
71653,1,5880,0,125
71654,3,14612,3,9
71655,3,0,3,94
71656,2,26730,7,167
71657,3,0,2,188
71658,1,0,2,79
71659,0,0,4,173
71660,0,173745,4,28
71661,1,0,3,35
71662,1,0,3,109
71663,0,219186,1,289
71664,0,16038,7,96
71665,5,0,3,157
71666,1,0,4,6
71667,2,0,4,74
71668,0,0,1,150
71669,0,32076,5,14
71670,4,434629,1,181
71671,1,0,1,82
71672,1,0,6,124
71673,1,0,2,77
71674,0,0,1,134
71675,1,0,1,1
71676,0,0,1,7
71677,0,0,1,173
71678,4,0,1,48
71679,2,106920,4,9
71680,0,0,1,241
71681,1,26730,0,99
71682,0,0,4,5
71683,2,275853,5,260
71684,0,0,3,3
71685,0,434629,4,6
71686,0,182298,1,28
71687,0,67894,7,31
71688,0,434629,0,46
71689,2,0,2,191
71690,0,0,4,305
71691,1,53460,3,85
71692,0,117612,3,3
71693,0,53460,6,14
71694,0,229878,0,13
71695,8,0,3,144
71696,0,0,0,52
71697,0,0,3,355
71698,0,0,1,21
71699,1,82863,4,7
71700,4,149688,4,3
71701,0,20849,3,109
71702,0,0,3,82
71703,0,0,11,19
71704,1,0,1,89
71705,1,0,6,5
71706,2,0,3,41
71707,0,84645,3,15
71708,0,110662,1,22
71709,0,10692,2,227
71710,0,0,8,7
71711,5,0,2,90
71712,1,0,3,64
71713,0,88209,4,72
71714,1,245025,0,33
71715,0,66825,2,10
71716,0,83932,2,9
71717,1,0,0,322
71718,1,0,3,134
71719,0,0,2,48
71720,1,0,4,48
71721,2,159845,0,26
71722,4,124740,4,11
71723,0,0,1,118
71724,0,37422,1,96
71725,1,0,3,18
71726,1,0,12,9
71727,0,0,1,70
71728,1,0,1,116
71729,0,271220,4,49
71730,0,0,2,116
71731,1,80190,8,7
71732,1,0,2,254
71733,0,133650,7,13
71734,1,187110,1,355
71735,0,133650,6,14
71736,5,0,2,35
71737,2,0,1,222
71738,0,244846,12,282
71739,1,16038,4,35
71740,4,42768,5,53
71741,2,182833,1,17
71742,0,166795,4,1
71743,5,0,1,30
71744,4,135788,7,184
71745,1,0,2,211
71746,8,434629,5,7
71747,1,0,4,2
71748,1,0,2,84
71749,3,0,3,2
71750,0,298306,2,239
71751,1,0,4,218
71752,1,0,4,37
71753,2,106920,1,355
71754,0,223997,4,55
71755,4,95158,3,185
71756,5,138996,7,98
71757,3,0,0,35
71758,4,103445,5,180
71759,1,0,3,31
71760,1,0,0,35
71761,5,0,2,36
71762,1,0,2,62
71763,2,0,0,225
71764,0,106920,8,69
71765,1,0,2,39
71766,0,0,4,13
71767,1,0,3,26
71768,4,0,2,44
71769,1,0,2,327
71770,0,187110,2,163
71771,1,0,3,48
71772,0,0,3,224
71773,1,18176,2,22
71774,1,183367,6,2
71775,0,133650,2,14
71776,0,0,3,66
71777,0,0,0,29
71778,0,0,5,107
71779,2,0,2,49
71780,4,0,4,159
71781,1,0,2,7
71782,0,133650,4,11
71783,5,5346,4,58
71784,0,0,1,14
71785,0,0,2,29
71786,4,317908,4,348
71787,1,362993,8,289
71788,1,0,7,69
71789,4,0,3,81
71790,2,294564,3,62
71791,0,0,1,18
71792,5,80190,2,173
71793,0,0,4,325
71794,0,0,4,10
71795,0,0,1,48
71796,2,64152,4,10
71797,0,0,4,31
71798,1,192456,3,273
71799,0,82863,1,103
71800,0,75913,7,12
71801,2,0,2,157
71802,4,53460,4,14
71803,0,187110,3,46
71804,0,191386,2,138
71805,2,0,4,89
71806,0,0,1,92
71807,0,0,1,46
71808,11,434629,12,119
71809,0,434629,4,355
71810,0,71280,3,33
71811,0,0,5,32
71812,0,64686,1,33
71813,0,21384,3,41
71814,5,99702,2,10
71815,1,0,4,21
71816,3,0,2,112
71817,0,62548,6,5
71818,0,21384,6,54
71819,0,0,0,205
71820,0,0,1,22
71821,7,380367,4,31
71822,0,0,2,17
71823,0,0,4,14
71824,0,0,3,65
71825,1,0,4,183
71826,1,66825,9,355
71827,0,251974,4,23
71828,0,7128,2,5
71829,4,72171,4,9
71830,0,0,3,127
71831,4,0,12,6
71832,2,5346,4,6
71833,0,0,2,103
71834,4,0,2,291
71835,0,53460,4,76
71836,0,0,2,89
71837,0,0,5,32
71838,0,0,4,4
71839,2,0,1,309
71840,0,0,0,1
71841,2,0,0,79
71842,0,0,0,69
71843,5,203148,3,355
71844,0,0,1,69
71845,0,106920,2,146
71846,1,0,3,1
71847,0,24057,1,203
71848,0,0,2,103
71849,1,0,6,119
71850,0,2673,2,116
71851,0,0,1,26
71852,0,0,1,15
71853,0,0,5,33
71854,0,0,2,15
71855,1,11761,5,21
71856,0,24057,4,43
71857,2,0,1,329
71858,1,0,6,91
71859,0,0,5,35
71860,4,0,3,206
71861,1,0,3,36
71862,0,42768,0,343
71863,4,0,4,29
71864,2,0,6,259
71865,3,0,1,280
71866,0,0,3,39
71867,1,37422,7,1
71868,0,0,3,14
71869,4,0,0,4
71870,0,0,3,4
71871,1,0,1,137
71872,1,0,2,23
71873,0,0,0,109
71874,1,0,1,227
71875,1,0,1,55
71876,2,32076,5,123
71877,2,17820,4,2
71878,0,0,4,33
71879,0,0,1,355
71880,0,0,7,241
71881,0,0,1,27
71882,0,133650,0,36
71883,0,299376,0,111
71884,1,0,3,21
71885,2,0,5,298
71886,0,0,1,6
71887,0,0,1,52
71888,0,0,4,32
71889,0,213840,3,89
71890,1,10692,5,14
71891,0,154855,7,120
71892,1,0,1,23
71893,0,0,4,9
71894,1,0,3,32
71895,0,34749,12,1
71896,1,0,2,10
71897,3,42768,4,198
71898,0,0,4,35
71899,0,0,6,28
71900,2,0,1,11
71901,0,106920,3,41
71902,1,302583,4,15
71903,0,140065,4,44
71904,0,0,4,76
71905,0,0,1,14
71906,0,0,6,143
71907,0,5346,5,33
71908,1,0,3,78
71909,0,0,3,197
71910,1,64152,7,37
71911,0,82863,2,202
71912,0,0,1,5
71913,2,133650,1,213
71914,4,0,4,139
71915,11,434629,8,10
71916,0,133650,9,101
71917,3,133650,4,259
71918,0,26730,2,13
71919,2,0,4,7
71920,1,0,1,19
71921,0,0,3,68
71922,0,267300,9,157
71923,0,0,4,181
71924,1,0,4,10
71925,1,224532,3,22
71926,0,63617,6,35
71927,2,107454,4,109
71928,0,48114,8,49
71929,0,374220,0,13
71930,1,0,2,35
71931,6,0,2,280
71932,1,0,2,32
71933,0,434629,6,8
71934,0,0,1,22
71935,0,0,5,11
71936,0,0,4,98
71937,3,0,4,117
71938,6,204217,12,22
71939,4,18711,2,41
71940,0,0,6,11
71941,4,153252,4,139
71942,0,5346,3,73
71943,0,0,0,239
71944,0,0,4,87
71945,2,0,2,103
71946,1,0,1,313
71947,0,35818,0,53
71948,4,102643,3,118
71949,2,8019,3,132
71950,0,95158,8,253
71951,0,4276,6,88
71952,0,0,3,89
71953,0,0,0,21
71954,0,10692,1,108
71955,5,0,3,5
71956,0,0,3,12
71957,0,165726,5,49
71958,0,0,3,8
71959,1,165191,4,223
71960,5,0,1,179
71961,4,136323,3,85
71962,1,106920,6,184
71963,2,0,4,291
71964,1,0,3,95
71965,1,8910,2,35
71966,4,0,3,355
71967,2,0,0,86
71968,0,0,1,56
71969,5,0,3,62
71970,0,0,1,63
71971,1,0,2,55
71972,0,117522,3,167
71973,1,0,2,28
71974,2,0,3,40
71975,0,0,4,75
71976,1,0,0,32
71977,1,0,1,355
71978,4,434629,4,204
71979,0,0,11,182
71980,0,0,4,202
71981,1,90882,0,51
71982,0,0,7,36
71983,0,34749,3,18
71984,1,6415,4,219
71985,1,10692,6,14
71986,0,0,3,11
71987,1,2673,3,16
71988,5,0,2,36
71989,1,0,2,101
71990,1,53460,8,70
71991,1,106920,6,214
71992,0,0,1,355
71993,0,89812,0,104
71994,7,106920,4,7
71995,1,0,7,10
71996,0,0,4,6
71997,0,0,2,55
71998,1,16038,10,41
71999,0,53460,3,178
72000,0,0,4,42
72001,1,144342,6,243
72002,0,0,0,10
72003,2,0,3,287
72004,0,146124,6,22
72005,1,160380,1,36
72006,2,0,3,145
72007,1,21384,7,138
72008,1,0,4,191
72009,0,0,0,170
72010,0,0,3,4
72011,6,0,4,21
72012,1,0,1,337
72013,1,0,6,28
72014,0,39649,3,39
72015,3,32076,1,38
72016,0,0,1,348
72017,3,122958,3,201
72018,4,129016,6,204
72019,0,0,5,36
72020,4,106920,5,55
72021,3,0,1,40
72022,5,116542,7,17
72023,2,0,3,5
72024,0,90882,2,29
72025,0,0,1,98
72026,0,0,2,20
72027,0,0,1,1
72028,4,45441,4,51
72029,2,0,2,52
72030,0,0,4,1
72031,0,0,4,24
72032,4,23700,2,73
72033,5,0,3,103
72034,1,120819,2,4
72035,1,0,3,130
72036,3,0,2,83
72037,0,400415,1,151
72038,2,57736,3,96
72039,0,17107,6,27
72040,4,0,4,19
72041,3,0,4,88
72042,1,0,0,8
72043,0,0,1,6
72044,1,0,2,353
72045,1,0,1,71
72046,5,0,3,250
72047,1,0,4,64
72048,1,0,1,15
72049,1,0,2,113
72050,0,83932,4,51
72051,0,259281,6,33
72052,0,93287,11,45
72053,0,32610,0,57
72054,0,0,1,31
72055,0,66825,1,14
72056,0,0,5,149
72057,0,0,1,36
72058,0,0,4,211
72059,3,0,3,144
72060,3,0,3,41
72061,2,0,3,127
72062,0,0,8,9
72063,1,141669,5,133
72064,0,0,4,14
72065,4,5346,2,85
72066,1,0,2,224
72067,2,0,1,355
72068,1,90882,1,192
72069,1,0,2,116
72070,0,0,2,110
72071,2,0,4,37
72072,1,106920,2,82
72073,0,0,4,334
72074,1,0,2,4
72075,8,101574,1,37
72076,3,0,1,233
72077,1,80190,1,192
72078,0,148618,5,55
72079,0,0,4,7
72080,0,5880,9,183
72081,1,0,2,159
72082,0,0,4,7
72083,0,0,2,10
72084,3,0,4,17
72085,0,0,3,10
72086,1,74844,0,352
72087,2,0,2,95
72088,1,0,2,23
72089,5,0,4,151
72090,11,0,4,292
72091,0,0,4,32
72092,2,218116,4,3
72093,1,89100,8,8
72094,2,0,4,259
72095,1,0,3,83
72096,0,0,2,6
72097,0,0,2,62
72098,6,0,1,135
72099,0,197802,3,6
72100,1,0,0,61
72101,1,0,4,56
72102,0,133115,2,56
72103,0,0,4,43
72104,0,16038,0,12
72105,3,0,1,33
72106,1,117612,2,355
72107,5,0,4,34
72108,1,209385,3,41
72109,5,0,3,71
72110,0,0,4,90
72111,0,0,2,190
72112,0,0,3,221
72113,0,0,0,8
72114,4,0,6,23
72115,4,74844,4,36
72116,0,16038,6,253
72117,4,163053,3,33
72118,0,0,0,252
72119,0,0,2,2
72120,0,0,1,305
72121,0,0,9,19
72122,0,0,9,7
72123,2,117612,4,23
72124,1,0,3,110
72125,4,0,1,231
72126,4,0,1,243
72127,0,0,2,41
72128,0,187110,4,34
72129,0,0,3,7
72130,1,29403,7,8
72131,0,145411,2,11
72132,5,0,2,355
72133,0,111375,4,81
72134,4,135253,12,13
72135,0,0,3,50
72136,0,0,2,62
72137,1,0,2,118
72138,7,91416,1,308
72139,1,0,1,286
72140,4,0,4,69
72141,0,0,4,47
72142,1,0,4,43
72143,0,67003,3,189
72144,0,0,3,52
72145,0,0,4,7
72146,0,177487,2,2
72147,0,106920,3,6
72148,0,0,0,136
72149,4,0,2,5
72150,0,0,5,8
72151,1,206712,6,21
72152,0,0,0,30
72153,0,0,4,8
72154,3,99970,4,62
72155,0,0,2,355
72156,0,0,4,22
72157,4,16572,3,17
72158,0,0,4,107
72159,2,16038,2,28
72160,0,0,3,203
72161,0,0,2,290
72162,2,133650,8,91
72163,0,66825,3,26
72164,0,127234,5,43
72165,0,0,1,17
72166,0,64152,4,11
72167,1,0,1,32
72168,0,0,6,20
72169,0,106920,4,235
72170,0,8910,6,14
72171,0,26730,1,8
72172,0,0,3,8
72173,0,281199,8,1
72174,0,0,12,41
72175,1,240570,4,65
72176,2,0,1,113
72177,0,23611,2,90
72178,2,0,3,185
72179,2,5346,9,7
72180,3,91951,4,51
72181,4,0,0,355
72182,0,0,1,28
72183,0,130977,2,261
72184,0,0,7,11
72185,1,0,4,57
72186,1,24591,3,191
72187,1,0,0,66
72188,0,2673,4,11
72189,4,0,0,91
72190,0,114048,3,54
72191,0,0,3,144
72192,0,44550,1,20
72193,5,0,4,18
72194,1,0,1,324
72195,1,0,3,188
72196,1,59340,2,133
72197,1,10692,7,14
72198,0,434629,3,212
72199,0,66825,0,36
72200,0,0,4,18
72201,0,0,1,16
72202,4,19245,4,35
72203,0,0,3,104
72204,1,0,4,117
72205,1,29403,5,51
72206,0,80190,4,2
72207,0,0,2,201
72208,0,0,1,223
72209,1,0,2,59
72210,0,0,4,12
72211,0,0,2,11
72212,0,21384,9,47
72213,0,0,3,198
72214,0,0,6,55
72215,3,0,4,54
72216,4,0,4,60
72217,2,398811,7,19
72218,0,122958,4,5
72219,1,65577,0,191
72220,4,48114,3,30
72221,6,141669,5,226
72222,0,171072,2,49
72223,1,0,5,183
72224,1,0,3,75
72225,1,0,2,177
72226,0,255538,4,67
72227,1,0,4,100
72228,2,0,1,27
72229,0,0,4,268
72230,0,0,1,196
72231,0,104247,4,52
72232,4,114582,5,58
72233,1,0,0,296
72234,0,0,1,253
72235,1,128304,4,40
72236,0,0,3,103
72237,1,0,4,45
72238,0,0,4,29
72239,4,0,3,205
72240,2,0,4,103
72241,0,0,2,98
72242,1,0,8,20
72243,0,0,3,86
72244,0,16572,1,125
72245,2,34749,5,88
72246,0,0,0,116
72247,1,94356,12,35
72248,1,187110,4,70
72249,2,0,0,143
72250,0,0,1,7
72251,0,0,3,33
72252,0,0,7,48
72253,0,0,3,57
72254,5,0,3,43
72255,2,89278,5,7
72256,0,0,7,28
72257,1,303118,5,5
72258,1,0,3,35
72259,1,0,4,15
72260,1,434629,4,239
72261,0,19245,0,71
72262,2,133650,7,9
72263,0,0,3,196
72264,0,5346,3,300
72265,0,135253,2,68
72266,0,434629,4,18
72267,0,0,5,191
72268,0,0,1,30
72269,0,0,4,7
72270,0,53460,4,266
72271,0,5346,8,104
72272,0,0,2,355
72273,5,0,0,48
72274,0,0,0,30
72275,1,0,2,97
72276,0,177487,2,1
72277,1,147906,2,7
72278,0,0,4,136
72279,0,351945,8,4
72280,1,0,7,236
72281,0,128304,3,11
72282,1,187110,2,278
72283,1,0,5,11
72284,0,157707,3,32
72285,1,0,0,266
72286,2,0,4,337
72287,1,0,3,108
72288,0,0,3,62
72289,1,0,4,260
72290,3,0,2,23
72291,0,0,0,46
72292,0,0,2,38
72293,2,0,2,87
72294,3,47579,5,221
72295,0,0,1,174
72296,1,0,4,124
72297,4,0,4,1
72298,1,0,1,14
72299,0,0,5,65
72300,0,0,2,35
72301,0,184971,1,15
72302,1,0,1,7
72303,1,0,2,12
72304,0,0,4,1
72305,4,0,1,20
72306,2,0,1,71
72307,1,27799,1,116
72308,0,56133,1,208
72309,1,0,3,190
72310,1,0,6,4
72311,4,0,3,19
72312,1,130086,2,47
72313,0,133650,1,31
72314,0,133650,2,129
72315,0,0,5,78
72316,0,0,0,55
72317,0,434629,3,6
72318,1,0,4,9
72319,0,360320,1,3
72320,0,0,1,250
72321,0,47044,3,48
72322,0,0,2,282
72323,0,0,4,28
72324,0,0,4,355
72325,0,0,8,18
72326,0,0,4,7
72327,0,0,1,173
72328,0,0,2,258
72329,0,0,0,224
72330,4,39025,5,21
72331,1,0,1,14
72332,0,0,3,87
72333,3,71636,0,324
72334,1,0,7,28
72335,0,0,6,7
72336,2,0,0,123
72337,0,74309,7,196
72338,0,0,2,9
72339,0,184437,5,190
72340,1,0,1,43
72341,0,0,1,137
72342,0,0,0,21
72343,0,431422,7,11
72344,1,0,7,9
72345,0,0,3,21
72346,0,0,1,25
72347,0,0,2,39
72348,0,0,4,27
72349,0,188179,3,355
72350,0,0,4,21
72351,1,0,2,355
72352,0,36352,3,13
72353,4,0,1,63
72354,1,0,4,60
72355,2,101574,3,96
72356,4,0,8,10
72357,0,237273,9,23
72358,0,16038,8,22
72359,0,0,1,6
72360,4,0,3,24
72361,0,5346,2,27
72362,0,106029,3,8
72363,5,53460,4,8
72364,1,0,4,48
72365,4,8019,4,187
72366,5,321472,9,22
72367,0,0,7,206
72368,4,322898,3,84
72369,1,80190,1,355
72370,0,142560,4,73
72371,1,0,6,50
72372,0,0,3,97
72373,0,232194,4,14
72374,0,0,3,99
72375,5,0,2,321
72376,2,31006,3,9
72377,1,0,1,1
72378,3,0,0,355
72379,0,146480,11,7
72380,0,0,1,136
72381,1,0,4,41
72382,0,0,7,7
72383,0,0,4,14
72384,5,0,3,21
72385,0,0,10,7
72386,0,0,4,16
72387,4,32076,4,340
72388,11,0,2,11
72389,1,111731,4,287
72390,2,52390,5,45
72391,0,102910,8,9
72392,2,0,1,171
72393,0,0,4,14
72394,0,0,4,70
72395,0,32076,3,11
72396,1,49183,2,26
72397,1,211612,4,51
72398,6,0,1,112
72399,1,267300,2,24
72400,1,213840,0,108
72401,0,192456,3,55
72402,0,0,2,42
72403,1,0,8,183
72404,0,82863,7,97
72405,4,0,4,355
72406,0,106920,1,12
72407,4,0,4,21
72408,4,120819,5,51
72409,0,0,2,188
72410,2,90882,5,19
72411,1,29937,1,198
72412,1,0,1,169
72413,0,20136,2,252
72414,0,0,4,49
72415,2,0,6,33
72416,0,45975,8,84
72417,0,0,2,78
72418,0,0,0,218
72419,0,0,1,5
72420,10,0,0,159
72421,0,0,2,85
72422,0,0,1,12
72423,1,0,4,147
72424,1,20314,3,5
72425,0,0,1,25
72426,0,0,1,332
72427,0,0,5,29
72428,0,0,3,152
72429,2,211523,0,126
72430,0,89812,1,109
72431,0,160380,0,48
72432,0,303652,3,287
72433,1,0,5,7
72434,0,0,9,81
72435,0,0,3,108
72436,1,0,1,36
72437,2,80190,1,14
72438,0,0,1,103
72439,0,5346,3,11
72440,1,0,2,37
72441,3,49896,12,5
72442,0,0,6,3
72443,0,0,2,15
72444,4,0,2,48
72445,0,0,2,18
72446,1,11761,4,21
72447,1,0,1,143
72448,0,0,2,7
72449,2,0,4,76
72450,0,299376,12,7
